country_code,statisticalAreaCode,statisticalArea,year,agsh
DEU,DEA4,"Detmold, Regierungsbezirk",1980,0.05
DEU,DEA5,"Arnsberg, Regierungsbezirk",1980,0.02
DEU,DEB1,Statistische Region Koblenz,1980,0.065
DEU,DEB2,Statistische Region Trier,1980,0.141
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1980,0.061
DEU,DEC0,Saarland,1980,0.022
DEU,DED2,"Dresden, NUTS 2-Region",1980,0.078
DEU,DED4,"Chemnitz, NUTS 2-Region",1980,0.058
DEU,DED5,"Leipzig, NUTS 2-Region",1980,0.084
DEU,DEE0,Sachsen-Anhalt,1980,0.118
DEU,DEF0,Schleswig-Holstein,1980,0.072
DEU,DEG0,Thüringen,1980,0.102
GBR,UKI,London Counties,1980,0.008
GBR,UKH+UKJ,Rest of SouthEast,1980,0.023
GBR,UKK,SouthWest,1980,0.044
GBR,UKG,West Midlands,1980,0.019
GBR,UKF,East  Midlands,1980,0.03
GBR,UKC+UKD,North,1980,0.015
GBR,UKE,Yorks  & Humberside,1980,0.022
GBR,UKL,Wales,1980,0.039
GBR,UKM,Scotland,1980,0.034
GBR,UKN,Northern Ireland,1980,0.057
FRA,FR10,Île de France,1990,0.004
FRA,FR21,Champagne-Ardenne,1990,0.094
FRA,FR22,Picardie,1990,0.066
FRA,FR23,Haute-Normandie,1990,0.046
FRA,FR24,Centre,1990,0.073
FRA,FR25,Basse-Normandie,1990,0.121
FRA,FR26,Bourgogne,1990,0.084
FRA,FR30,Nord - Pas-de-Calais,1990,0.037
FRA,FR41,Lorraine,1990,0.29
FRA,FR42,Alsace,1990,0.029
FRA,FR43,Franche-Comté,1990,0.058
FRA,FR51,Pays de la Loire,1990,0.103
FRA,FR52,Bretagne,1990,0.121
FRA,FR53,Poitou-Charentes,1990,0.118
FRA,FR61,Aquitaine,1990,0.105
FRA,FR62,Midi-Pyrénées,1990,0.106
FRA,FR63,Limousin,1990,0.122
FRA,FR71,Rhône-Alpes,1990,0.04
FRA,FR72,Auvergne,1990,0.106
FRA,FR81,Languedoc-Roussillon,1990,0.088
FRA,FR82,Provence-Alpes-Côte d'Azur,1990,0.038
FRA,FR83,Corse,1990,0.083
DEU,DE11,"Stuttgart, Regierungsbezirk",1990,0.029
DEU,DE12,"Karlsruhe, Regierungsbezirk",1990,0.021
DEU,DE13,"Freiburg, Regierungsbezirk",1990,0.049
DEU,DE14,"Tübingen, Regierungsbezirk",1990,0.05
DEU,DE21,"Oberbayern, Regierungsbezirk",1990,0.039
DEU,DE22,"Niederbayern, Regierungsbezirk",1990,0.108
DEU,DE23,"Oberpfalz, Regierungsbezirk",1990,0.077
DEU,DE24,"Oberfranken, Regierungsbezirk",1990,0.058
DEU,DE25,"Mittelfranken, Regierungsbezirk",1990,0.042
DEU,DE26,"Unterfranken, Regierungsbezirk",1990,0.058
DEU,DE27,"Schwaben, Regierungsbezirk",1990,0.067
DEU,DE30,Berlin,1990,0.003
DEU,DE40,Brandenburg,1990,0.147
DEU,DE50,Bremen,1990,0.004
DEU,DE60,Hamburg,1990,0.007
DEU,DE71+DE72,Darmstadt and Giessen,1990,0.018
DEU,DE73,"Kassel, Regierungsbezirk",1990,0.049
DEU,DE80,Mecklenburg-Vorpommern,1990,0.19
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,1990,0.033
DEU,DE93,Statistische Region Lüneburg,1990,0.082
DEU,DE94,Statistische Region Weser-Ems,1990,0.075
DEU,DEA1,"Düsseldorf, Regierungsbezirk",1990,0.012
DEU,DEA2,"Köln, Regierungsbezirk",1990,0.015
DEU,DEA3,"Münster, Regierungsbezirk",1990,0.036
DEU,DEA4,"Detmold, Regierungsbezirk",1990,0.037
DEU,DEA5,"Arnsberg, Regierungsbezirk",1990,0.016
DEU,DEB1,Statistische Region Koblenz,1990,0.044
DEU,DEB2,Statistische Region Trier,1990,0.095
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,1990,0.044
DEU,DEC0,Saarland,1990,0.013
DEU,DED2,"Dresden, NUTS 2-Region",1990,0.074
DEU,DED4,"Chemnitz, NUTS 2-Region",1990,0.051
DEU,DED5,"Leipzig, NUTS 2-Region",1990,0.082
DEU,DEE0,Sachsen-Anhalt,1990,0.118
DEU,DEF0,Schleswig-Holstein,1990,0.047
DEU,DEG0,Thüringen,1990,0.098
GBR,UKI,London Counties,1990,0.003
GBR,UKH+UKJ,Rest of SouthEast,1990,0.024
GBR,UKK,SouthWest,1990,0.035
GBR,UKG,West Midlands,1990,0.017
GBR,UKF,East  Midlands,1990,0.023
GBR,UKC+UKD,North,1990,0.014
GBR,UKE,Yorks  & Humberside,1990,0.012
GBR,UKL,Wales,1990,0.035
GBR,UKM,Scotland,1990,0.029
GBR,UKN,Northern Ireland,1990,0.043
FRA,FR10,Île de France,2000,0.004
FRA,FR21,Champagne-Ardenne,2000,0.072
FRA,FR22,Picardie,2000,0.046
FRA,FR23,Haute-Normandie,2000,0.029
FRA,FR24,Centre,2000,0.049
FRA,FR25,Basse-Normandie,2000,0.074
FRA,FR26,Bourgogne,2000,0.062
FRA,FR30,Nord - Pas-de-Calais,2000,0.024
FRA,FR41,Lorraine,2000,0.205
FRA,FR42,Alsace,2000,0.021
FRA,FR43,Franche-Comté,2000,0.04
FRA,FR51,Pays de la Loire,2000,0.064
FRA,FR52,Bretagne,2000,0.072
FRA,FR53,Poitou-Charentes,2000,0.075
FRA,FR61,Aquitaine,2000,0.073
FRA,FR62,Midi-Pyrénées,2000,0.065
FRA,FR63,Limousin,2000,0.077
FRA,FR71,Rhône-Alpes,2000,0.027
FRA,FR72,Auvergne,2000,0.072
FRA,FR81,Languedoc-Roussillon,2000,0.059
FRA,FR82,Provence-Alpes-Côte d'Azur,2000,0.028
FRA,FR83,Corse,2000,0.051
DEU,DE11,"Stuttgart, Regierungsbezirk",2000,0.016
DEU,DE12,"Karlsruhe, Regierungsbezirk",2000,0.009
DEU,DE13,"Freiburg, Regierungsbezirk",2000,0.023
DEU,DE14,"Tübingen, Regierungsbezirk",2000,0.029
DEU,DE21,"Oberbayern, Regierungsbezirk",2000,0.023
DEU,DE22,"Niederbayern, Regierungsbezirk",2000,0.059
DEU,DE23,"Oberpfalz, Regierungsbezirk",2000,0.042
DEU,DE24,"Oberfranken, Regierungsbezirk",2000,0.026
DEU,DE25,"Mittelfranken, Regierungsbezirk",2000,0.02
DEU,DE26,"Unterfranken, Regierungsbezirk",2000,0.026
DEU,DE27,"Schwaben, Regierungsbezirk",2000,0.042
DEU,DE30,Berlin,2000,0.001
DEU,DE40,Brandenburg,2000,0.032
DEU,DE50,Bremen,2000,0.002
DEU,DE60,Hamburg,2000,0.003
DEU,DE71+DE72,Darmstadt and Giessen,2000,0.009
DEU,DE73,"Kassel, Regierungsbezirk",2000,0.025
DEU,DE80,Mecklenburg-Vorpommern,2000,0.034
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2000,0.017
DEU,DE93,Statistische Region Lüneburg,2000,0.043
DEU,DE94,Statistische Region Weser-Ems,2000,0.039
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2000,0.008
DEU,DEA2,"Köln, Regierungsbezirk",2000,0.008
DEU,DEA3,"Münster, Regierungsbezirk",2000,0.019
DEU,DEA4,"Detmold, Regierungsbezirk",2000,0.014
DEU,DEA5,"Arnsberg, Regierungsbezirk",2000,0.007
DEU,DEB1,Statistische Region Koblenz,2000,0.019
DEU,DEB2,Statistische Region Trier,2000,0.046
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2000,0.027
DEU,DEC0,Saarland,2000,0.006
DEU,DED2,"Dresden, NUTS 2-Region",2000,0.021
DEU,DED4,"Chemnitz, NUTS 2-Region",2000,0.023
DEU,DED5,"Leipzig, NUTS 2-Region",2000,0.016
DEU,DEE0,Sachsen-Anhalt,2000,0.026
DEU,DEF0,Schleswig-Holstein,2000,0.027
DEU,DEG0,Thüringen,2000,0.026
GBR,UKI,London Counties,2000,0.003
GBR,UKH+UKJ,Rest of SouthEast,2000,0.017
GBR,UKK,SouthWest,2000,0.027
GBR,UKG,West Midlands,2000,0.015
GBR,UKF,East  Midlands,2000,0.019
GBR,UKC+UKD,North,2000,0.012
GBR,UKE,Yorks  & Humberside,2000,0.016
GBR,UKL,Wales,2000,0.023
GBR,UKM,Scotland,2000,0.024
GBR,UKN,Northern Ireland,2000,0.031
FRA,FR10,Île de France,2010,0.002
FRA,FR21,Champagne-Ardenne,2010,0.063
FRA,FR22,Picardie,2010,0.034
FRA,FR23,Haute-Normandie,2010,0.021
FRA,FR24,Centre,2010,0.035
FRA,FR25,Basse-Normandie,2010,0.053
FRA,FR26,Bourgogne,2010,0.051
FRA,FR30,Nord - Pas-de-Calais,2010,0.017
FRA,FR41,Lorraine,2010,0.032
FRA,FR42,Alsace,2010,0.016
FRA,FR43,Franche-Comté,2010,0.031
FRA,FR51,Pays de la Loire,2010,0.046
FRA,FR52,Bretagne,2010,0.051
FRA,FR53,Poitou-Charentes,2010,0.055
FRA,FR61,Aquitaine,2010,0.052
FRA,FR62,Midi-Pyrénées,2010,0.042
FRA,FR63,Limousin,2010,0.057
FRA,FR71,Rhône-Alpes,2010,0.019
FRA,FR72,Auvergne,2010,0.055
FRA,FR81,Languedoc-Roussillon,2010,0.041
FRA,FR82,Provence-Alpes-Côte d'Azur,2010,0.018
FRA,FR83,Corse,2010,0.029
DEU,DE11,"Stuttgart, Regierungsbezirk",2010,0.012
DEU,DE12,"Karlsruhe, Regierungsbezirk",2010,0.007
DEU,DE13,"Freiburg, Regierungsbezirk",2010,0.017
DEU,DE14,"Tübingen, Regierungsbezirk",2010,0.022
DEU,DE21,"Oberbayern, Regierungsbezirk",2010,0.018
DEU,DE22,"Niederbayern, Regierungsbezirk",2010,0.046
DEU,DE23,"Oberpfalz, Regierungsbezirk",2010,0.032
DEU,DE24,"Oberfranken, Regierungsbezirk",2010,0.02
DEU,DE25,"Mittelfranken, Regierungsbezirk",2010,0.015
DEU,DE26,"Unterfranken, Regierungsbezirk",2010,0.02
DEU,DE27,"Schwaben, Regierungsbezirk",2010,0.031
DEU,DE30,Berlin,2010,0.0
DEU,DE40,Brandenburg,2010,0.029
DEU,DE50,Bremen,2010,0.002
DEU,DE60,Hamburg,2010,0.003
DEU,DE71+DE72,Darmstadt and Giessen,2010,0.008
DEU,DE73,"Kassel, Regierungsbezirk",2010,0.019
DEU,DE80,Mecklenburg-Vorpommern,2010,0.031
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2010,0.014
DEU,DE93,Statistische Region Lüneburg,2010,0.043
DEU,DE94,Statistische Region Weser-Ems,2010,0.038
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2010,0.008
DEU,DEA2,"Köln, Regierungsbezirk",2010,0.007
DEU,DEA3,"Münster, Regierungsbezirk",2010,0.017
DEU,DEA4,"Detmold, Regierungsbezirk",2010,0.012
DEU,DEA5,"Arnsberg, Regierungsbezirk",2010,0.007
DEU,DEB1,Statistische Region Koblenz,2010,0.016
DEU,DEB2,Statistische Region Trier,2010,0.034
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2010,0.025
DEU,DEC0,Saarland,2010,0.005
DEU,DED2,"Dresden, NUTS 2-Region",2010,0.016
DEU,DED4,"Chemnitz, NUTS 2-Region",2010,0.017
DEU,DED5,"Leipzig, NUTS 2-Region",2010,0.014
DEU,DEE0,Sachsen-Anhalt,2010,0.022
DEU,DEF0,Schleswig-Holstein,2010,0.027
DEU,DEG0,Thüringen,2010,0.02
GBR,UKI,London Counties,2010,0.001
GBR,UKH+UKJ,Rest of SouthEast,2010,0.009
GBR,UKK,SouthWest,2010,0.017
GBR,UKG,West Midlands,2010,0.01
GBR,UKF,East  Midlands,2010,0.012
GBR,UKC+UKD,North,2010,0.007
GBR,UKE,Yorks  & Humberside,2010,0.01
GBR,UKL,Wales,2010,0.018
GBR,UKM,Scotland,2010,0.02
GBR,UKN,Northern Ireland,2010,0.023
FRA,FR10,Île de France,2015,0.002
FRA,FR21,Champagne-Ardenne,2015,0.086
FRA,FR22,Picardie,2015,0.04
FRA,FR23,Haute-Normandie,2015,0.021
FRA,FR24,Centre,2015,0.038
FRA,FR25,Basse-Normandie,2015,0.052
FRA,FR26,Bourgogne,2015,0.049
FRA,FR30,Nord - Pas-de-Calais,2015,0.018
FRA,FR41,Lorraine,2015,0.028
FRA,FR42,Alsace,2015,0.018
FRA,FR43,Franche-Comté,2015,0.029
FRA,FR51,Pays de la Loire,2015,0.052
FRA,FR52,Bretagne,2015,0.049
FRA,FR53,Poitou-Charentes,2015,0.054
FRA,FR61,Aquitaine,2015,0.062
FRA,FR62,Midi-Pyrénées,2015,0.04
FRA,FR63,Limousin,2015,0.048
FRA,FR71,Rhône-Alpes,2015,0.02
FRA,FR72,Auvergne,2015,0.05
FRA,FR81,Languedoc-Roussillon,2015,0.044
FRA,FR82,Provence-Alpes-Côte d'Azur,2015,0.016
FRA,FR83,Corse,2015,0.036
DEU,DE11,"Stuttgart, Regierungsbezirk",2015,0.01
DEU,DE12,"Karlsruhe, Regierungsbezirk",2015,0.006
DEU,DE13,"Freiburg, Regierungsbezirk",2015,0.015
DEU,DE14,"Tübingen, Regierungsbezirk",2015,0.019
DEU,DE21,"Oberbayern, Regierungsbezirk",2015,0.015
DEU,DE22,"Niederbayern, Regierungsbezirk",2015,0.038
DEU,DE23,"Oberpfalz, Regierungsbezirk",2015,0.025
DEU,DE24,"Oberfranken, Regierungsbezirk",2015,0.017
DEU,DE25,"Mittelfranken, Regierungsbezirk",2015,0.012
DEU,DE26,"Unterfranken, Regierungsbezirk",2015,0.017
DEU,DE27,"Schwaben, Regierungsbezirk",2015,0.025
DEU,DE30,Berlin,2015,0.0
DEU,DE40,Brandenburg,2015,0.028
DEU,DE50,Bremen,2015,0.001
DEU,DE60,Hamburg,2015,0.002
DEU,DE71+DE72,Darmstadt and Giessen,2015,0.005
DEU,DE73,"Kassel, Regierungsbezirk",2015,0.016
DEU,DE80,Mecklenburg-Vorpommern,2015,0.031
DEU,DE91+DE92,Statistische Regionen Braunschweig und Hannover,2015,0.022
DEU,DE93,Statistische Region Lüneburg,2015,0.042
DEU,DE94,Statistische Region Weser-Ems,2015,0.037
DEU,DEA1,"Düsseldorf, Regierungsbezirk",2015,0.008
DEU,DEA2,"Köln, Regierungsbezirk",2015,0.006
DEU,DEA3,"Münster, Regierungsbezirk",2015,0.016
DEU,DEA4,"Detmold, Regierungsbezirk",2015,0.011
DEU,DEA5,"Arnsberg, Regierungsbezirk",2015,0.006
DEU,DEB1,Statistische Region Koblenz,2015,0.014
DEU,DEB2,Statistische Region Trier,2015,0.03
DEU,DEB3,Statistische Region Rheinhessen-Pfalz,2015,0.024
DEU,DEC0,Saarland,2015,0.005
DEU,DED2,"Dresden, NUTS 2-Region",2015,0.015
DEU,DED4,"Chemnitz, NUTS 2-Region",2015,0.015
DEU,DED5,"Leipzig, NUTS 2-Region",2015,0.011
DEU,DEE0,Sachsen-Anhalt,2015,0.021
DEU,DEF0,Schleswig-Holstein,2015,0.028
DEU,DEG0,Thüringen,2015,0.022
GBR,UKI,London Counties,2015,0.001
GBR,UKH+UKJ,Rest of SouthEast,2015,0.012
GBR,UKK,SouthWest,2015,0.018
GBR,UKG,West Midlands,2015,0.012
GBR,UKF,East  Midlands,2015,0.012
GBR,UKC+UKD,North,2015,0.008
GBR,UKE,Yorks  & Humberside,2015,0.012
GBR,UKL,Wales,2015,0.021
GBR,UKM,Scotland,2015,0.016
GBR,UKN,Northern Ireland,2015,0.033
